date,open,high,low,close,volume,Name
2014-11-19,44.83,45.4,44.04,44.1,11291063,AAL
2014-11-20,43.65,44.72,43.2,44.16,9431411,AAL
2014-11-21,44.38,44.49,43.25,43.31,10866472,AAL
2014-11-24,43.72,43.96,42.78,43.21,9576570,AAL
2014-11-25,43.18,44.44,43.1,44.15,11563828,AAL
2014-11-26,44.31,45.7501,44.0,44.97,12798776,AAL
2014-11-28,47.0,49.45,47.0,48.53,21638709,AAL
2014-12-01,49.0,49.47,47.36,47.88,15151440,AAL
2014-12-02,48.12,48.7,47.15,47.86,11853928,AAL
2014-12-03,47.74,48.47,46.925,48.24,8917697,AAL
2014-12-04,49.6,50.27,49.32,49.65,15233774,AAL
2014-12-05,50.09,51.75,50.01,51.01,15588179,AAL
2014-12-08,50.44,51.32,50.15,50.82,16167321,AAL
2014-12-09,49.1,49.2,47.39,48.31,20575397,AAL
2014-12-10,49.8,50.399,48.25,48.94,18499976,AAL
2014-12-11,49.8,51.5,49.65,50.53,15100887,AAL
2014-12-12,51.675,51.7,49.9,49.97,15364034,AAL
2014-12-15,50.21,51.32,49.32,50.84,15368535,AAL
2014-12-16,51.01,51.15,47.68,47.96,22053666,AAL
2014-12-17,48.26,49.49,46.05,48.8,24779800,AAL
2014-12-18,48.56,50.93,47.5,50.14,16945321,AAL
2014-12-19,49.67,50.94,49.1,50.71,26787715,AAL
2014-12-22,51.1,51.88,50.72,50.84,8872374,AAL
2014-12-23,50.95,51.14,49.84,50.21,7169796,AAL
2014-12-24,50.66,51.69,50.35,51.43,5961395,AAL
2014-12-26,51.46,52.25,51.06,51.955,6841763,AAL
2014-12-29,51.65,53.24,51.3,52.85,8791483,AAL
2014-12-30,53.0,53.7,52.83,53.42,8063140,AAL
2014-12-31,53.9,54.64,53.32,53.63,11063024,AAL
2015-01-02,54.28,54.6,53.07,53.91,10756705,AAL
2015-01-05,54.37,54.54,53.34,53.875,11565004,AAL
2015-01-06,54.27,54.43,52.13,53.04,13772171,AAL
2015-01-07,53.38,53.65,52.12,53.01,10069816,AAL
2015-01-08,53.48,54.28,53.25,53.66,9672064,AAL
2015-01-09,53.67,53.91,51.82,52.02,12351638,AAL
2015-01-12,51.06,51.45,49.2,49.58,18261336,AAL
2015-01-13,50.12,51.43,49.46,50.4,12259271,AAL
2015-01-14,49.41,50.23,48.1,49.41,15684697,AAL
2015-01-15,49.135,50.4,48.58,49.41,10399684,AAL
2015-01-16,49.38,49.97,48.27,49.81,12978011,AAL
2015-01-20,51.0,52.83,49.9345,52.75,15157342,AAL
2015-01-21,52.65,54.0,51.95,53.67,12882227,AAL
2015-01-22,54.52,55.82,53.91,55.59,16201053,AAL
2015-01-23,55.4,55.98,54.8,55.69,9488822,AAL
2015-01-26,55.89,56.2,54.73,55.45,13353937,AAL
2015-01-27,53.99,54.52,52.54,52.695,19810717,AAL
2015-01-28,52.79,53.699,50.3,50.62,17064794,AAL
2015-01-29,51.045,52.42,50.57,52.24,16618856,AAL
2015-01-30,52.02,52.13,48.63,49.08,18473105,AAL
2015-02-02,48.58,48.93,46.21,48.72,22413054,AAL
2015-02-03,47.3,48.16,46.55,47.5,16678900,AAL
2015-02-04,48.62,49.79,48.23,49.46,11836762,AAL
2015-02-05,49.46,49.46,47.6,48.81,9220865,AAL
2015-02-06,48.84,49.47,47.89,48.145,8650092,AAL
2015-02-09,46.41,47.235,45.95,46.53,12961897,AAL
2015-02-10,47.4,48.375,46.9,48.05,9085330,AAL
2015-02-11,48.79,48.95,47.35,47.59,10060185,AAL
2015-02-12,46.75,48.5,46.4,47.88,9542801,AAL
2015-02-13,47.53,48.4,46.65,48.39,9895724,AAL
2015-02-17,48.77,49.449,47.86,48.01,7260535,AAL
2015-02-18,48.6,49.45,48.184,49.31,8752743,AAL
2015-02-19,50.78,50.8,49.59,49.78,11462822,AAL
2015-02-20,49.81,51.12,49.13,51.02,10537876,AAL
2015-02-23,51.75,52.2,50.95,51.31,9508679,AAL
2015-02-24,50.29,51.555,49.36,51.52,13916738,AAL
2015-02-25,51.3,51.49,49.46,49.73,9577025,AAL
2015-02-26,50.38,50.38,49.02,49.35,7577294,AAL
2015-02-27,49.0,49.4,47.85,47.9,9396398,AAL
2015-03-02,48.2,48.57,47.85,48.31,11482901,AAL
2015-03-03,47.9,49.03,47.75,48.77,9051248,AAL
2015-03-04,48.85,48.96,47.98,48.95,6711005,AAL
2015-03-05,49.19,49.2,47.78,48.395,7041012,AAL
2015-03-06,48.33,48.94,47.9,47.995,7002303,AAL
2015-03-09,48.05,48.58,47.58,47.92,7460205,AAL
2015-03-10,47.5,47.58,46.47,46.735,9337145,AAL
2015-03-11,46.9,47.89,46.58,47.39,6630302,AAL
2015-03-12,47.57,48.72,47.56,48.68,7133511,AAL
2015-03-13,48.75,49.49,48.28,49.22,9187991,AAL
2015-03-16,49.77,50.45,49.45,50.22,10897774,AAL
2015-03-17,52.63,54.18,52.5,53.69,41837891,AAL
2015-03-18,53.69,54.6,53.34,54.13,21324978,AAL
2015-03-19,54.57,55.24,54.45,55.19,18897709,AAL
2015-03-20,55.19,56.05,54.86,55.76,137767165,AAL
2015-03-23,55.47,55.93,54.37,54.395,19042013,AAL
2015-03-24,54.04,54.41,53.66,53.93,11940800,AAL
2015-03-25,53.62,53.78,51.93,52.01,14237851,AAL
2015-03-26,50.84,51.685,50.25,51.265,14242731,AAL
2015-03-27,51.38,52.85,51.38,52.66,9003971,AAL
2015-03-30,53.24,53.84,53.05,53.64,8167282,AAL
2015-03-31,53.66,53.73,52.68,52.78,8386414,AAL
2015-04-01,51.1,51.38,50.11,50.44,15191509,AAL
2015-04-02,50.48,50.85,49.15,49.175,14109775,AAL
2015-04-06,48.35,48.69,47.67,48.08,13323351,AAL
2015-04-07,48.3,48.8,47.49,47.495,9393200,AAL
2015-04-08,47.8,49.0865,47.73,48.74,11180048,AAL
2015-04-09,48.86,49.48,47.72,47.84,11576174,AAL
2015-04-10,48.16,48.79,47.72,47.73,11713378,AAL
2015-04-13,47.47,48.59,47.47,47.79,9350279,AAL
2015-04-14,47.49,47.78,46.88,47.42,9878409,AAL
2015-04-15,48.0,48.72,47.67,47.75,9846675,AAL
2015-04-16,47.81,48.91,47.75,48.24,7155874,AAL
2015-04-17,47.96,48.65,47.9451,48.19,8659765,AAL
2015-04-20,48.61,49.78,47.91,49.76,9523520,AAL
2015-04-21,50.0,51.42,49.46,51.36,10850327,AAL
2015-04-22,51.4,51.54,50.4,51.4,7333255,AAL
2015-04-23,51.07,51.72,50.7007,51.45,9821775,AAL
2015-04-24,51.98,53.47,51.49,52.705,20248074,AAL
2015-04-27,52.68,52.68,51.695,51.87,9843392,AAL
2015-04-28,51.7,51.82,50.01,51.19,9235688,AAL
2015-04-29,50.58,50.8,47.66,48.88,18050280,AAL
2015-04-30,48.5,49.46,48.01,48.285,9400367,AAL
2015-05-01,48.65,49.83,48.51,49.39,8084568,AAL
2015-05-04,49.41,50.08,48.8,48.95,5589831,AAL
2015-05-05,48.21,48.71,46.9,47.005,11384951,AAL
2015-05-06,46.78,47.64,46.15,47.045,10116405,AAL
2015-05-07,47.4,49.62,47.4,49.06,11427992,AAL
2015-05-08,49.23,49.83,48.93,49.04,6478195,AAL
2015-05-11,49.0,50.3,48.8,49.645,8036689,AAL
2015-05-12,49.11,49.4,48.63,48.85,6820544,AAL
2015-05-13,49.27,49.85,48.4,48.49,8553119,AAL
2015-05-14,48.94,49.09,48.5,48.815,7980104,AAL
2015-05-15,49.41,49.45,48.56,48.665,6650381,AAL
2015-05-18,48.56,49.17,48.38,49.0,6152250,AAL
2015-05-19,49.45,49.68,47.7,47.85,14984942,AAL
2015-05-20,47.56,47.56,42.97,43.06,51460347,AAL
2015-05-21,43.19,43.39,42.4,42.47,23895773,AAL
2015-05-22,42.7,42.93,42.02,42.61,16113065,AAL
2015-05-26,43.05,43.09,41.36,41.555,17481066,AAL
2015-05-27,41.65,42.45,41.6,42.24,13017827,AAL
2015-05-28,42.25,42.5,41.77,41.97,9238835,AAL
2015-05-29,41.68,42.6,41.32,42.37,13236123,AAL
2015-06-01,42.61,44.38,42.09,44.18,21917072,AAL
2015-06-02,43.3,44.105,43.04,43.775,14832921,AAL
2015-06-03,43.35,43.91,43.01,43.13,13272584,AAL
2015-06-04,43.05,43.98,41.88,42.17,14128026,AAL
2015-06-05,42.13,42.58,41.71,41.72,9951149,AAL
2015-06-08,41.07,41.24,39.27,39.86,25757794,AAL
2015-06-09,38.8,40.72,38.45,40.325,27024764,AAL
2015-06-10,40.21,41.213,39.7,40.43,15731942,AAL
2015-06-11,40.79,41.26,39.94,40.02,10116732,AAL
2015-06-12,39.84,40.995,39.76,40.705,10333824,AAL
2015-06-15,40.35,41.0,40.01,40.07,8830268,AAL
2015-06-16,40.13,40.3202,39.32,39.48,9212092,AAL
2015-06-17,39.27,40.09,38.91,39.88,9567438,AAL
2015-06-18,39.8,40.22,39.61,39.975,10647022,AAL
2015-06-19,40.3,41.89,40.3,41.56,20198313,AAL
2015-06-22,42.92,43.25,42.24,43.03,15120162,AAL
2015-06-23,42.98,43.42,42.35,42.725,10701960,AAL
2015-06-24,42.7,42.92,42.07,42.24,6895903,AAL
2015-06-25,42.65,43.42,42.2,42.24,8174154,AAL
2015-06-26,42.44,42.58,41.33,41.44,9819882,AAL
2015-06-29,40.77,41.32,39.59,39.75,17651705,AAL
2015-06-30,40.2,40.605,39.93,39.935,11184512,AAL
2015-07-01,40.65,40.9,37.8,38.8,24907070,AAL
2015-07-02,39.02,39.805,38.4,39.03,11080020,AAL
2015-07-06,39.09,40.0,39.08,39.73,9157738,AAL
2015-07-07,39.93,40.74,39.26,40.675,10375901,AAL
2015-07-08,40.3,40.31,39.14,39.31,11193029,AAL
2015-07-09,39.84,40.28,39.655,39.67,8490876,AAL
2015-07-10,40.51,41.64,40.5,41.21,16451679,AAL
2015-07-13,41.96,42.72,41.96,42.42,12076978,AAL
2015-07-14,42.04,42.46,41.29,42.06,12701464,AAL
2015-07-15,41.39,42.22,40.39,41.54,17922765,AAL
2015-07-16,41.81,42.22,41.3,41.39,12111338,AAL
2015-07-17,41.45,41.84,41.241,41.4,9735964,AAL
2015-07-20,41.55,41.71,40.44,40.55,7645875,AAL
2015-07-21,40.5,41.3,40.49,40.9,7300014,AAL
2015-07-22,40.96,41.61,40.96,41.43,8302897,AAL
2015-07-23,42.78,43.81,42.0,42.61,16579876,AAL
2015-07-24,43.0,43.11,39.62,39.63,20152599,AAL
2015-07-27,39.63,40.81,38.9,40.14,12071366,AAL
2015-07-28,40.18,41.38,40.18,41.17,8186041,AAL
2015-07-29,41.09,41.33,40.44,40.73,6801435,AAL
2015-07-30,40.58,40.93,39.92,40.27,5855845,AAL
2015-07-31,40.53,40.54,39.88,40.1,6955874,AAL
2015-08-03,40.24,41.85,40.21,41.71,9261863,AAL
2015-08-04,42.15,42.77,41.88,42.74,13354267,AAL
2015-08-05,42.85,43.3,42.592,42.96,7581022,AAL
2015-08-06,43.25,43.45,41.76,42.18,7395473,AAL
2015-08-07,42.21,42.48,41.4,41.49,5588631,AAL
2015-08-10,41.75,42.43,41.45,41.68,6860606,AAL
2015-08-11,41.74,43.42,41.6501,42.7,10378553,AAL
2015-08-12,42.37,42.68,40.68,42.52,10434817,AAL
2015-08-13,42.76,43.275,42.27,42.67,6605820,AAL
2015-08-14,42.35,43.17,42.35,42.88,4857867,AAL
2015-08-17,42.96,44.015,42.82,43.95,8385397,AAL
2015-08-18,44.06,44.45,43.24,43.63,6317183,AAL
2015-08-19,43.53,44.27,43.21,43.53,8373959,AAL
2015-08-20,42.84,43.52,41.78,41.98,8905660,AAL
2015-08-21,41.4,41.6,39.75,39.75,16241613,AAL
2015-08-24,36.0,39.8999,34.1,37.62,19612661,AAL
2015-08-25,39.39,39.49,37.49,37.5,12820340,AAL
2015-08-26,38.77,39.01,36.97,38.85,15679843,AAL
2015-08-27,39.17,39.45,37.97,39.03,13793641,AAL
2015-08-28,38.93,39.58,38.35,38.62,11824990,AAL
2015-08-31,38.63,39.76,38.62,38.98,12409620,AAL
2015-09-01,38.63,39.81,38.5,39.2,16042613,AAL
2015-09-02,40.0,41.51,39.8,41.51,19316788,AAL
2015-09-03,41.84,41.91,40.78,40.89,9905603,AAL
2015-09-04,40.4,41.32,40.15,40.6,9738424,AAL
2015-09-08,41.28,41.58,40.69,40.8,10814770,AAL
2015-09-09,41.15,42.18,40.6268,41.0,12481224,AAL
2015-09-10,41.39,41.88,40.71,41.21,9181582,AAL
2015-09-11,41.22,42.15,41.05,42.15,8635243,AAL
2015-09-14,42.17,42.5,41.84,42.29,7362535,AAL
2015-09-15,42.36,42.85,41.89,42.64,7009325,AAL
2015-09-16,42.4,43.2467,42.24,43.06,7703119,AAL
2015-09-17,43.11,44.59,42.9899,43.99,12835651,AAL
2015-09-18,43.43,44.03,43.275,43.49,12446861,AAL
2015-09-21,43.72,44.005,42.88,43.23,6687215,AAL
2015-09-22,42.77,43.08,40.92,41.19,12483661,AAL
2015-09-23,41.32,41.5,40.5001,41.24,8248801,AAL
2015-09-24,41.15,41.15,39.915,40.25,10507272,AAL
2015-09-25,40.93,41.03,39.92,40.24,7524947,AAL
2015-09-28,39.87,40.18,38.64,39.08,9635911,AAL
2015-09-29,39.05,39.7693,38.79,39.18,7478790,AAL
2015-09-30,39.18,39.68,37.72,38.83,15823720,AAL
2015-10-01,38.5,39.27,37.84,39.2,9175087,AAL
2015-10-02,38.75,38.77,37.42,38.63,12276284,AAL
2015-10-05,38.9,40.3,38.82,40.19,9421801,AAL
2015-10-06,39.95,40.37,38.08,38.13,13031992,AAL
2015-10-07,38.41,39.41,37.76,39.31,10513746,AAL
2015-10-08,39.21,40.03,38.7,39.74,8308146,AAL
2015-10-09,40.27,42.49,40.25,42.42,16835519,AAL
2015-10-12,42.59,43.88,42.55,43.84,11443308,AAL
2015-10-13,42.7,43.97,42.52,43.41,13250274,AAL
2015-10-14,44.0,44.5,43.23,43.8,11125778,AAL
2015-10-15,44.1,44.48,43.5,44.46,8185398,AAL
2015-10-16,43.95,44.02,42.86,43.71,11572941,AAL
2015-10-19,43.83,44.49,43.62,44.45,8934601,AAL
2015-10-20,44.54,45.1811,44.45,44.79,7610771,AAL
2015-10-21,44.49,45.18,44.09,44.31,6941202,AAL
2015-10-22,44.89,46.01,44.36,45.99,14444639,AAL
2015-10-23,46.37,46.42,43.81,45.67,20281404,AAL
2015-10-26,45.36,46.57,44.99,46.47,11026228,AAL
2015-10-27,46.41,46.69,45.65,46.46,6824082,AAL
2015-10-28,46.2,46.36,45.23,45.86,7629738,AAL
2015-10-29,45.63,46.1,45.21,45.86,5234359,AAL
2015-10-30,45.77,46.77,45.71,46.22,8589743,AAL
2015-11-02,46.2,46.82,46.2,46.47,6189311,AAL
2015-11-03,47.02,47.09,46.08,46.5,6983205,AAL
2015-11-04,46.42,46.45,45.15,45.63,8081357,AAL
2015-11-05,45.7,45.83,45.03,45.6,5865538,AAL
2015-11-06,45.51,45.97,45.05,45.34,11669625,AAL
2015-11-09,45.17,45.21,44.56,44.65,7214613,AAL
2015-11-10,44.66,45.16,44.0201,44.49,5935317,AAL
2015-11-11,44.76,44.95,44.37,44.39,4416989,AAL
2015-11-12,44.29,44.52,43.82,43.9,5951056,AAL
2015-11-13,43.67,44.23,43.12,43.45,7486143,AAL
2015-11-16,42.41,42.84,41.85,42.83,10201130,AAL
2015-11-17,43.0,43.46,42.05,42.3,9596532,AAL
2015-11-18,42.32,42.32,41.01,41.75,11071087,AAL
2015-11-19,41.94,42.7299,41.89,42.3,6545456,AAL
2015-11-20,42.4,42.71,42.05,42.2,5655961,AAL
2015-11-23,42.11,42.74,41.81,42.3,4166051,AAL
2015-11-24,41.02,41.64,40.45,41.23,7577977,AAL
2015-11-25,41.35,41.5,40.96,41.31,4276646,AAL
2015-11-27,41.38,42.25,41.1701,41.69,3066773,AAL
2015-11-30,41.75,41.99,40.98,41.26,6450862,AAL
2015-12-01,41.47,43.3,41.3,43.26,8912859,AAL
2015-12-02,44.09,44.53,43.53,43.82,8010351,AAL
2015-12-03,43.65,44.6,42.92,43.27,7235252,AAL
2015-12-04,43.82,44.99,43.82,44.97,9460935,AAL
2015-12-07,45.35,46.49,45.22,45.78,8911719,AAL
2015-12-08,45.1,45.51,44.07,44.55,9043652,AAL
2015-12-09,44.3,45.19,43.19,43.65,8001019,AAL
2015-12-10,43.79,44.48,43.54,44.09,7955619,AAL
2015-12-11,43.28,43.5869,42.06,42.09,10235210,AAL
2015-12-14,42.26,42.87,41.08,41.77,10778159,AAL
2015-12-15,41.97,42.82,41.92,42.595,7097307,AAL
2015-12-16,42.99,43.49,42.12,43.2,7850944,AAL
2015-12-17,43.33,43.95,42.45,42.46,7224974,AAL
2015-12-18,41.61,42.31,40.7,41.09,17809958,AAL
2015-12-21,41.35,42.43,41.35,42.4,6597508,AAL
2015-12-22,42.56,43.08,42.3599,42.895,5704730,AAL
2015-12-23,42.78,43.385,42.43,43.29,6093603,AAL
2015-12-24,43.27,44.19,43.11,43.81,3307108,AAL
2015-12-28,43.62,44.04,42.91,43.23,4148045,AAL
2015-12-29,43.25,43.62,43.03,43.5,4006937,AAL
2015-12-30,43.64,43.64,42.46,42.8,5463608,AAL
2015-12-31,42.54,42.57,41.83,42.35,6813757,AAL
2016-01-04,41.29,41.3501,40.3,40.91,12037151,AAL
2016-01-05,41.18,41.49,39.95,40.52,10514164,AAL
2016-01-06,40.05,41.7,40.0,41.23,12393780,AAL
2016-01-07,40.97,41.52,39.68,40.45,11312876,AAL
2016-01-08,40.94,41.36,40.26,40.37,8853096,AAL
2016-01-11,40.56,41.2,39.9,41.08,15877511,AAL
2016-01-12,41.15,42.36,40.48,42.0,12635992,AAL
2016-01-13,42.17,42.74,39.66,40.1,12718577,AAL
2016-01-14,40.21,40.78,38.86,40.55,11756473,AAL
2016-01-15,39.04,39.89,38.37,38.76,18924825,AAL
2016-01-19,39.59,39.78,38.21,38.86,10505908,AAL
2016-01-20,38.53,39.845,36.2,39.06,16089109,AAL
2016-01-21,38.93,40.0,38.02,39.79,9781683,AAL
2016-01-22,40.0,40.72,39.57,40.16,7247031,AAL
2016-01-25,40.02,40.16,38.82,38.88,10113170,AAL
2016-01-26,38.73,39.75,38.44,39.64,8099029,AAL
2016-01-27,40.15,40.87,39.48,39.69,10185956,AAL
2016-01-28,39.61,39.79,37.66,38.14,17112266,AAL
2016-01-29,37.52,39.085,36.5982,38.99,20957476,AAL
2016-02-01,39.0,39.94,38.63,39.38,12023520,AAL
2016-02-02,38.83,38.97,37.0,37.03,12401401,AAL
2016-02-03,37.38,37.61,35.755,37.51,12391194,AAL
2016-02-04,37.34,38.6,36.701,38.21,8599627,AAL
2016-02-05,37.71,38.49,36.53,36.75,10072744,AAL
2016-02-08,36.08,36.16,34.76,35.55,12821858,AAL
2016-02-09,34.93,36.75,34.91,36.19,11143254,AAL
2016-02-10,36.57,37.64,36.5301,37.12,8114127,AAL
2016-02-11,36.47,37.2199,36.17,36.49,8096032,AAL
2016-02-12,36.92,37.98,36.42,37.82,9412821,AAL
2016-02-16,38.13,38.77,37.53,38.61,7147467,AAL
2016-02-17,38.95,39.83,38.87,39.34,8432477,AAL
2016-02-18,39.36,39.68,38.96,39.54,9605849,AAL
2016-02-19,39.16,40.07,39.04,39.76,11052389,AAL
2016-02-22,40.14,40.93,40.07,40.84,9997306,AAL
2016-02-23,40.56,40.81,40.17,40.38,6432202,AAL
2016-02-24,40.02,40.83,39.39,40.66,6103693,AAL
2016-02-25,40.76,41.38,40.41,41.36,6936437,AAL
2016-02-26,41.5,41.6,40.38,40.87,7467225,AAL
2016-02-29,40.77,41.34,40.5,41.0,5791341,AAL
2016-03-01,41.44,42.02,41.06,41.83,7885768,AAL
2016-03-02,41.47,41.8,41.29,41.59,7913743,AAL
2016-03-03,41.52,42.24,41.23,41.88,8812844,AAL
2016-03-04,42.17,42.17,41.42,41.63,9474058,AAL
2016-03-07,41.31,42.23,40.9,42.13,6961033,AAL
2016-03-08,41.3,41.41,40.05,40.77,8418307,AAL
2016-03-09,40.74,41.72,40.52,41.65,8546320,AAL
2016-03-10,42.11,42.11,40.91,41.63,5814184,AAL
2016-03-11,41.89,42.5,41.7,42.47,5701486,AAL
2016-03-14,42.31,42.7,42.12,42.59,4567995,AAL
2016-03-15,42.3,42.4866,41.98,42.11,4445364,AAL
2016-03-16,41.81,42.43,41.5903,42.31,4792939,AAL
2016-03-17,42.31,42.31,41.82,42.1,5960628,AAL
2016-03-18,42.31,43.53,41.75,43.44,13745965,AAL
2016-03-21,43.32,43.78,43.28,43.47,4756375,AAL
2016-03-22,42.0,43.02,41.84,42.76,6721590,AAL
2016-03-23,42.8,42.8599,41.58,41.92,9583382,AAL
2016-03-24,41.88,41.95,40.19,40.5,12515149,AAL
2016-03-28,41.0,41.34,40.33,40.91,6402846,AAL
2016-03-29,40.9,41.4295,40.77,41.35,6794023,AAL
2016-03-30,41.75,42.0699,41.36,41.38,6076819,AAL
2016-03-31,41.5,41.68,40.98,41.01,8138009,AAL
2016-04-01,40.13,40.16,39.27,39.52,11244108,AAL
2016-04-04,39.81,40.24,39.1511,39.37,7831606,AAL
2016-04-05,39.13,39.38,38.74,38.93,7648428,AAL
2016-04-06,39.07,39.07,38.34,38.9,5649968,AAL
2016-04-07,38.66,39.05,37.91,38.36,8206668,AAL
2016-04-08,38.7,38.72,38.12,38.5,6087408,AAL
2016-04-11,38.79,39.55,38.67,38.73,7932341,AAL
2016-04-12,38.82,39.43,38.76,39.19,6426030,AAL
2016-04-13,39.3,40.01,38.89,39.94,12493627,AAL
2016-04-14,40.34,41.66,40.2496,41.17,10133381,AAL
2016-04-15,41.3,41.36,40.72,40.91,6982204,AAL
2016-04-18,41.18,41.26,40.435,40.92,5245673,AAL
2016-04-19,40.99,41.76,40.9658,41.34,6650663,AAL
2016-04-20,41.36,41.71,41.11,41.26,5018209,AAL
2016-04-21,40.8,40.93,39.8,40.01,10782629,AAL
2016-04-22,37.68,38.49,37.01,38.21,20939508,AAL
2016-04-25,38.16,38.4,36.915,37.0,12670142,AAL
2016-04-26,37.27,37.49,36.26,36.92,14692670,AAL
2016-04-27,36.79,37.29,36.52,36.71,12305033,AAL
2016-04-28,37.04,37.09,35.89,35.97,9836832,AAL
2016-04-29,35.81,35.83,34.1,34.69,17807211,AAL
2016-05-02,34.99,35.165,34.4,34.43,8829819,AAL
2016-05-03,34.76,34.77,33.85,34.58,10674224,AAL
2016-05-04,34.17,34.3,33.0,33.21,13412403,AAL
2016-05-05,33.28,33.52,32.73,32.805,11606138,AAL
2016-05-06,32.67,33.15,32.19,33.03,12749112,AAL
2016-05-09,33.03,33.8,32.94,32.94,9312525,AAL
2016-05-10,33.24,33.8,33.09,33.77,8124367,AAL
2016-05-11,33.68,34.04,32.85,32.86,8148588,AAL
2016-05-12,33.01,33.0199,31.29,31.33,14228217,AAL
2016-05-13,31.09,32.01,31.08,31.51,10132516,AAL
2016-05-16,31.81,32.3,30.99,32.12,12397759,AAL
2016-05-17,32.25,33.29,32.02,32.64,13303448,AAL
2016-05-18,32.61,33.36,32.34,32.61,9136275,AAL
2016-05-19,32.28,32.59,31.69,32.15,8875353,AAL
2016-05-20,32.3,32.81,31.95,32.01,7277953,AAL
2016-05-23,32.03,32.29,31.7,31.73,6498413,AAL
2016-05-24,31.89,32.275,31.85,32.15,6962729,AAL
2016-05-25,32.39,32.9,32.1,32.17,7403238,AAL
2016-05-26,32.13,32.341,31.37,31.51,7222797,AAL
2016-05-27,31.6,31.84,31.4137,31.65,8573689,AAL
2016-05-31,31.75,31.97,31.33,31.91,9618738,AAL
2016-06-01,31.94,32.26,31.73,31.95,6416243,AAL
2016-06-02,31.67,32.07,31.5799,31.67,6813295,AAL
2016-06-03,31.59,31.6,30.37,30.81,12424133,AAL
2016-06-06,30.77,31.3,30.38,31.26,8335439,AAL
2016-06-07,31.46,32.87,31.1,32.36,12424206,AAL
2016-06-08,32.63,32.97,32.22,32.51,8173130,AAL
2016-06-09,32.25,33.58,32.25,33.4,8188322,AAL
2016-06-10,32.8,33.4792,32.64,33.14,8252308,AAL
2016-06-13,32.99,32.99,31.64,31.8,9225556,AAL
2016-06-14,31.81,31.97,30.02,30.36,13802855,AAL
2016-06-15,30.65,31.1,30.45,30.49,8152256,AAL
2016-06-16,29.8,29.8,29.02,29.14,18236714,AAL
2016-06-17,29.1,29.55,28.85,29.34,15301910,AAL
2016-06-20,29.75,30.39,29.64,29.71,8359297,AAL
2016-06-21,30.29,30.39,29.69,30.02,8922946,AAL
2016-06-22,30.05,30.33,29.82,29.89,6675906,AAL
2016-06-23,30.25,30.49,29.77,30.33,9139949,AAL
2016-06-24,28.2,28.5,27.04,27.05,36049898,AAL
2016-06-27,26.85,26.85,24.85,25.27,23200027,AAL
2016-06-28,26.12,26.88,25.76,26.77,20026097,AAL
2016-06-29,26.94,28.065,26.94,27.7,15008769,AAL
2016-06-30,27.86,28.31,27.49,28.31,11148266,AAL
2016-07-01,28.26,29.52,28.2,29.33,13249962,AAL
2016-07-05,29.09,29.16,28.19,28.93,9467046,AAL
2016-07-06,27.76,28.4,27.12,28.35,18757538,AAL
2016-07-07,28.39,29.47,28.31,29.4,11779807,AAL
2016-07-08,29.8,30.2766,29.7,30.04,13659253,AAL
2016-07-11,30.23,31.44,30.22,31.16,12374382,AAL
2016-07-12,32.78,34.89,32.75,34.66,25515686,AAL
2016-07-13,35.0,35.29,34.115,34.45,15215087,AAL
2016-07-14,35.11,36.19,35.0,35.88,16884414,AAL
2016-07-15,35.51,36.06,35.32,35.89,9817118,AAL
2016-07-18,36.03,36.34,35.76,36.03,8606791,AAL
2016-07-19,35.78,36.08,35.33,36.01,7956271,AAL
2016-07-20,36.07,36.725,35.39,35.92,13098351,AAL
2016-07-21,35.1,35.56,34.44,34.96,16429851,AAL
2016-07-22,36.45,36.56,35.6,36.36,14704699,AAL
2016-07-25,36.35,36.3989,35.52,35.8,9526661,AAL
2016-07-26,35.91,36.68,35.65,36.55,8871189,AAL
2016-07-27,36.5,36.6,35.9,36.2,6671186,AAL
2016-07-28,36.07,36.53,35.75,36.34,6519640,AAL
2016-07-29,36.26,36.739,35.5,35.5,9138561,AAL
2016-08-01,35.54,35.75,35.1,35.6,7058968,AAL
2016-08-02,35.39,35.4,33.38,33.51,12100443,AAL
2016-08-03,33.47,33.96,33.17,33.48,8254209,AAL
2016-08-04,33.57,33.77,33.0,33.58,6384697,AAL
2016-08-05,33.71,34.72,33.68,34.44,16437181,AAL
2016-08-08,34.22,34.88,34.12,34.35,7142394,AAL
2016-08-09,35.21,35.5,34.54,34.59,7307238,AAL
2016-08-10,34.59,34.75,33.74,34.18,5878383,AAL
2016-08-11,34.25,35.08,34.24,34.96,7666723,AAL
2016-08-12,34.74,35.17,34.66,34.92,6064005,AAL
2016-08-15,34.96,36.05,34.9,35.87,7137204,AAL
2016-08-16,35.67,36.79,35.63,36.75,9384959,AAL
2016-08-17,36.68,36.75,36.19,36.6,8002043,AAL
2016-08-18,36.43,36.695,36.05,36.67,5293057,AAL
2016-08-19,36.44,36.74,36.101,36.49,6675287,AAL
2016-08-22,36.33,36.48,35.86,36.0,5189371,AAL
2016-08-23,36.32,36.65,36.18,36.4,5402244,AAL
2016-08-24,36.27,36.99,36.19,36.65,5946506,AAL
2016-08-25,36.34,36.94,36.32,36.72,5446011,AAL
2016-08-26,36.68,36.84,36.02,36.23,6257687,AAL
2016-08-29,36.13,36.41,36.05,36.17,4760672,AAL
2016-08-30,35.45,37.355,35.35,37.05,14509340,AAL
2016-08-31,36.97,36.98,35.63,36.3,13111735,AAL
